,track1,artist1,track2,artist2,euclidean
2136,Out Of Sight (YO),Rufus Blaq,Loving Her Was Easier (Than Anything I'll Ever Do Again),Kris Kristofferson,0.8795038125953645
2137,Out Of Sight (YO),Rufus Blaq,Talk To Me,Fiona,0.4151006705976976
2138,Out Of Sight (YO),Rufus Blaq,The Girl From Ipanema,Antônio Carlos Jobim,0.6069221029266813
2139,Out Of Sight (YO),Rufus Blaq,Forelsket i København,Scott Hamilton,1.1493434297841838
2140,Out Of Sight (YO),Rufus Blaq,Blessed,Elton John,0.548243877097712
2141,Out Of Sight (YO),Rufus Blaq,L.A. Woman,Billy Idol,0.7052330845165447
2142,Out Of Sight (YO),Rufus Blaq,Celoso,Los Panchos,0.8426713991496998
2143,Out Of Sight (YO),Rufus Blaq,Everyday I Have To Cry,The Gentrys,0.621766541798007
2144,Out Of Sight (YO),Rufus Blaq,Can We Talk,Tevin Campbell,0.41256471878809187
2145,Out Of Sight (YO),Rufus Blaq,Stroke,Trouble Funk,0.10127929293843563
2146,Out Of Sight (YO),Rufus Blaq,Rain,SID,0.3703256820872781
2147,Out Of Sight (YO),Rufus Blaq,You Make Me Work,Cameo,0.44432799427161623
2148,Out Of Sight (YO),Rufus Blaq,Rendez Vous,Defunk,0.18522239657823944
2149,Out Of Sight (YO),Rufus Blaq,Break It Up,Trouble Funk,0.14728699433230072
2150,Out Of Sight (YO),Rufus Blaq,Brand New Car,Big Joe Williams,0.8133083319084575
2151,Out Of Sight (YO),Rufus Blaq,The (Bossa Nova) Bird,The Dells,0.7271985009390677
2152,Out Of Sight (YO),Rufus Blaq,Surfin' Safari,The Beach Boys,0.8953188981819027
2153,Out Of Sight (YO),Rufus Blaq,The Star Spangled Banner,Whitney Houston,0.9210826944710446
2154,Out Of Sight (YO),Rufus Blaq,Dile a Tus Ojos,Guty Cárdenas,1.1198017676362277
2155,Out Of Sight (YO),Rufus Blaq,Todo Cambia,Mercedes Sosa,0.9497462525401495
2156,Out Of Sight (YO),Rufus Blaq,"On Our Own (From """"Ghostbusters II"""")",Bobby Brown,0.39536946614987284
2157,Out Of Sight (YO),Rufus Blaq,Mr. Soul,Buffalo Springfield,0.26038446457652953
2158,Out Of Sight (YO),Rufus Blaq,Cowboy Casanova,Carrie Underwood,0.3963013940861823
2159,Out Of Sight (YO),Rufus Blaq,Livin' Above Your Head,Jay & The Americans,0.708967808138034
2160,Out Of Sight (YO),Rufus Blaq,Hallways Of Enchanted Ebony,Agalloch,0.6841808343091499
2161,Out Of Sight (YO),Rufus Blaq,You're Supposed To Keep Your Love For Me,Jermaine Jackson,0.7524310155223105
2162,Out Of Sight (YO),Rufus Blaq,Dance Like We're Making Love,Ciara,0.1524354756647422
2163,Out Of Sight (YO),Rufus Blaq,Raga Karnaranjani,Ganesh & Kumaresh,1.039232364465828
2164,Out Of Sight (YO),Rufus Blaq,Transgress,Aphyxion,0.5616129041633943
2165,Out Of Sight (YO),Rufus Blaq,Répons (1981 - 1984): Introduction,Pierre Boulez,1.2393284836287306
2166,Out Of Sight (YO),Rufus Blaq,Dukki Pe Dukki Ho - From 'Satte Pe Satta' / Soundtrack Version,Asha Bhosle,0.6877407250843409
2167,Out Of Sight (YO),Rufus Blaq,Me So Horny,2 LIVE CREW,0.2336922400027956
2168,Out Of Sight (YO),Rufus Blaq,Always Together,Al Martino,0.9554973526702326
2169,Out Of Sight (YO),Rufus Blaq,The First Nowell - Remastered 1997,Traditional,1.1824207505586335
2170,Out Of Sight (YO),Rufus Blaq,Pimpolho Moderno,Ary Lobo,0.8380068782779867
2171,Out Of Sight (YO),Rufus Blaq,Floe,Philip Glass,0.7354468565502214
2172,Out Of Sight (YO),Rufus Blaq,Come A Little Bit Closer,Jay & The Americans,0.5722170095565369
2173,Out Of Sight (YO),Rufus Blaq,The Fruit That Got Away,David Rovics,0.30660627633752435
2174,Out Of Sight (YO),Rufus Blaq,Sand in My Joints - 2006 Remastered Version,Wire,0.8813327481324505
2175,Someday Never Comes,Creedence Clearwater Revival,Des ronds dans l'eau - Remasterisé en 2016,Françoise Hardy,0.7854707880914938
2176,Someday Never Comes,Creedence Clearwater Revival,E-Musik,NEU!,0.5185136696024745
2177,Someday Never Comes,Creedence Clearwater Revival,Departure Suicide,Taetre,0.7929261390290872
2178,Someday Never Comes,Creedence Clearwater Revival,Servants of Metal,Stormwarrior,0.8134704348458154
2179,Someday Never Comes,Creedence Clearwater Revival,Até Quem Sabe,Gal Costa,1.013716618278811
2180,Someday Never Comes,Creedence Clearwater Revival,Speak To A Girl,Tim McGraw & Faith Hill,0.662355560566737
2181,Someday Never Comes,Creedence Clearwater Revival,Dominion / Mother Russia,Sisters of Mercy,0.5799199020115802
2182,Someday Never Comes,Creedence Clearwater Revival,Blue Jean,David Bowie,0.5021086939314598
2183,Someday Never Comes,Creedence Clearwater Revival,Souvenirs,Gabelo,0.7800146578522087
2184,Someday Never Comes,Creedence Clearwater Revival,It's A Vibe,"2 Chainz Featuring Ty Dolla $ign, Trey Songz & Jhene Aiko",0.32654933238924927
2185,Someday Never Comes,Creedence Clearwater Revival,Big Girls Don't Cry,Fergie,0.33724021153371775
2186,Someday Never Comes,Creedence Clearwater Revival,A Woman's Love,Alan Jackson,0.5136350073875102
2187,Someday Never Comes,Creedence Clearwater Revival,Mensajes de Amor de Curso Legal,Joan Manuel Serrat,0.4772672743726689
2188,Someday Never Comes,Creedence Clearwater Revival,Datos,Metal y Ca.,0.533691824100903
2189,Someday Never Comes,Creedence Clearwater Revival,Nothin',N.O.R.E.,0.6030974635468208
2190,Someday Never Comes,Creedence Clearwater Revival,Samba De Quena,Dutch Swing College Band,0.6300023026390236
2191,Someday Never Comes,Creedence Clearwater Revival,Night Time,The xx,0.4777378893879451
2192,Someday Never Comes,Creedence Clearwater Revival,Pommitus,Sotajumala,0.6637348862732797
2193,Someday Never Comes,Creedence Clearwater Revival,Buen Rock Esta Noche - Good Rockin' Tonight,Los Teen Tops,0.6058126533604401
2194,Someday Never Comes,Creedence Clearwater Revival,A Dance With Aera Cura,Miss May I,0.6442557163606102
2195,Someday Never Comes,Creedence Clearwater Revival,Out in the Dark,The Lurkers,0.5709220452418484
2196,Someday Never Comes,Creedence Clearwater Revival,Tijuana Taxi,Herb Alpert & The Tijuana Brass,0.6377470059983561
2197,Someday Never Comes,Creedence Clearwater Revival,Spirits In The Material World,The Police,0.4057067795185981
2198,Someday Never Comes,Creedence Clearwater Revival,Undercover Angel,Alan O'Day,0.35605700317529176
2199,Someday Never Comes,Creedence Clearwater Revival,Hero,Chad Kroeger Featuring Josey Scott,0.5465902223934506
2200,Someday Never Comes,Creedence Clearwater Revival,I Surrender,Fontella Bass,0.7842326007358816
2201,Someday Never Comes,Creedence Clearwater Revival,Song Of Joy - 50 Aniversario Remaster,Miguel Rios,0.5475949094816871
2202,Someday Never Comes,Creedence Clearwater Revival,Tudo O Que Você Podia Ser,Milton Nascimento,0.4045789405520421
2203,Someday Never Comes,Creedence Clearwater Revival,Not Ready To Die,Avenged Sevenfold,0.6757488148297632
2204,Someday Never Comes,Creedence Clearwater Revival,"The Struggle of the Turtle to the Sea, Pt. II",Jean-Luc Ponty,0.5014114146560197
2205,Someday Never Comes,Creedence Clearwater Revival,"Organ Grinder's Swing - Studio Session, Boulogne, 02/16/1973",Milt Buckner,0.6654220679349101
2206,Someday Never Comes,Creedence Clearwater Revival,You Are Everything,The Stylistics,0.875957468940423
2207,Someday Never Comes,Creedence Clearwater Revival,Evacuate The Dancefloor,Cascada,0.3373352407255519
2208,Someday Never Comes,Creedence Clearwater Revival,You've Got What I Need,Shooting Star,0.4416045263577148
2209,Someday Never Comes,Creedence Clearwater Revival,Peace Of Mind,Death SS,0.6776879198943282
2210,Someday Never Comes,Creedence Clearwater Revival,Loving Her Was Easier (Than Anything I'll Ever Do Again),Kris Kristofferson,0.7832873683568088
2211,Someday Never Comes,Creedence Clearwater Revival,Talk To Me,Fiona,0.4951034789712111
2212,Someday Never Comes,Creedence Clearwater Revival,The Girl From Ipanema,Antônio Carlos Jobim,0.4444567270999799
2213,Someday Never Comes,Creedence Clearwater Revival,Forelsket i København,Scott Hamilton,1.065838490372947
2214,Someday Never Comes,Creedence Clearwater Revival,Blessed,Elton John,0.3155294665431042
2215,Someday Never Comes,Creedence Clearwater Revival,L.A. Woman,Billy Idol,0.6672182476201339
2216,Someday Never Comes,Creedence Clearwater Revival,Celoso,Los Panchos,0.8077133502544637
2217,Someday Never Comes,Creedence Clearwater Revival,Everyday I Have To Cry,The Gentrys,0.5484429430742733
2218,Someday Never Comes,Creedence Clearwater Revival,Can We Talk,Tevin Campbell,0.37746105084444065
2219,Someday Never Comes,Creedence Clearwater Revival,Stroke,Trouble Funk,0.31914540811453557
2220,Someday Never Comes,Creedence Clearwater Revival,Rain,SID,0.47638627483727486
2221,Someday Never Comes,Creedence Clearwater Revival,You Make Me Work,Cameo,0.6170242333209721
2222,Someday Never Comes,Creedence Clearwater Revival,Rendez Vous,Defunk,0.34450198911758845
2223,Someday Never Comes,Creedence Clearwater Revival,Break It Up,Trouble Funk,0.39624773877627106
2224,Someday Never Comes,Creedence Clearwater Revival,Brand New Car,Big Joe Williams,0.739145334933819
2225,Someday Never Comes,Creedence Clearwater Revival,The (Bossa Nova) Bird,The Dells,0.7833964379705245
2226,Someday Never Comes,Creedence Clearwater Revival,Surfin' Safari,The Beach Boys,0.883506996673218
2227,Someday Never Comes,Creedence Clearwater Revival,The Star Spangled Banner,Whitney Houston,0.8584303012903783
2228,Someday Never Comes,Creedence Clearwater Revival,Dile a Tus Ojos,Guty Cárdenas,1.0268309727204996
2229,Someday Never Comes,Creedence Clearwater Revival,Todo Cambia,Mercedes Sosa,0.8244615903275198
2230,Someday Never Comes,Creedence Clearwater Revival,"On Our Own (From """"Ghostbusters II"""")",Bobby Brown,0.5334427659749365
2231,Someday Never Comes,Creedence Clearwater Revival,Mr. Soul,Buffalo Springfield,0.1943955651490711
2232,Someday Never Comes,Creedence Clearwater Revival,Cowboy Casanova,Carrie Underwood,0.46777413171406995
2233,Someday Never Comes,Creedence Clearwater Revival,Livin' Above Your Head,Jay & The Americans,0.6843523155339446
2234,Someday Never Comes,Creedence Clearwater Revival,Hallways Of Enchanted Ebony,Agalloch,0.5951754835800659
2235,Someday Never Comes,Creedence Clearwater Revival,You're Supposed To Keep Your Love For Me,Jermaine Jackson,0.7048811319673307
2236,Someday Never Comes,Creedence Clearwater Revival,Dance Like We're Making Love,Ciara,0.24630283776028522
2237,Someday Never Comes,Creedence Clearwater Revival,Raga Karnaranjani,Ganesh & Kumaresh,0.973064820472098
2238,Someday Never Comes,Creedence Clearwater Revival,Transgress,Aphyxion,0.6322620194847262
2239,Someday Never Comes,Creedence Clearwater Revival,Répons (1981 - 1984): Introduction,Pierre Boulez,1.084479354312852
2240,Someday Never Comes,Creedence Clearwater Revival,Dukki Pe Dukki Ho - From 'Satte Pe Satta' / Soundtrack Version,Asha Bhosle,0.7434993125107331
2241,Someday Never Comes,Creedence Clearwater Revival,Me So Horny,2 LIVE CREW,0.4412853921727668
2242,Someday Never Comes,Creedence Clearwater Revival,Always Together,Al Martino,0.8254877653878904
2243,Someday Never Comes,Creedence Clearwater Revival,The First Nowell - Remastered 1997,Traditional,1.086163105677092
2244,Someday Never Comes,Creedence Clearwater Revival,Pimpolho Moderno,Ary Lobo,0.856543814687056
2245,Someday Never Comes,Creedence Clearwater Revival,Floe,Philip Glass,0.6805482231735738
2246,Someday Never Comes,Creedence Clearwater Revival,Come A Little Bit Closer,Jay & The Americans,0.5813764857246423
2247,Someday Never Comes,Creedence Clearwater Revival,The Fruit That Got Away,David Rovics,0.23951769218661795
2248,Someday Never Comes,Creedence Clearwater Revival,Sand in My Joints - 2006 Remastered Version,Wire,0.7410065671576788
2249,Des ronds dans l'eau - Remasterisé en 2016,Françoise Hardy,E-Musik,NEU!,0.7947594747440987
2250,Des ronds dans l'eau - Remasterisé en 2016,Françoise Hardy,Departure Suicide,Taetre,0.8842548010366253
2251,Des ronds dans l'eau - Remasterisé en 2016,Françoise Hardy,Servants of Metal,Stormwarrior,0.9275444285007016
2252,Des ronds dans l'eau - Remasterisé en 2016,Françoise Hardy,Até Quem Sabe,Gal Costa,0.5356221364583871
2253,Des ronds dans l'eau - Remasterisé en 2016,Françoise Hardy,Speak To A Girl,Tim McGraw & Faith Hill,0.206839817643621
2254,Des ronds dans l'eau - Remasterisé en 2016,Françoise Hardy,Dominion / Mother Russia,Sisters of Mercy,0.9309358606633917
2255,Des ronds dans l'eau - Remasterisé en 2016,Françoise Hardy,Blue Jean,David Bowie,0.8356390416588853
2256,Des ronds dans l'eau - Remasterisé en 2016,Françoise Hardy,Souvenirs,Gabelo,0.6693999423052466
2257,Des ronds dans l'eau - Remasterisé en 2016,Françoise Hardy,It's A Vibe,"2 Chainz Featuring Ty Dolla $ign, Trey Songz & Jhene Aiko",0.9145062904595566
2258,Des ronds dans l'eau - Remasterisé en 2016,Françoise Hardy,Big Girls Don't Cry,Fergie,0.7001763837244566
2259,Des ronds dans l'eau - Remasterisé en 2016,Françoise Hardy,A Woman's Love,Alan Jackson,0.369376711809007
2260,Des ronds dans l'eau - Remasterisé en 2016,Françoise Hardy,Mensajes de Amor de Curso Legal,Joan Manuel Serrat,0.40505014078061313
2261,Des ronds dans l'eau - Remasterisé en 2016,Françoise Hardy,Datos,Metal y Ca.,0.8650774844272436
2262,Des ronds dans l'eau - Remasterisé en 2016,Françoise Hardy,Nothin',N.O.R.E.,0.7962137324179613
2263,Des ronds dans l'eau - Remasterisé en 2016,Françoise Hardy,Samba De Quena,Dutch Swing College Band,0.46392857890172484
2264,Des ronds dans l'eau - Remasterisé en 2016,Françoise Hardy,Night Time,The xx,0.4531076332202471
2265,Des ronds dans l'eau - Remasterisé en 2016,Françoise Hardy,Pommitus,Sotajumala,0.869479114134945
2266,Des ronds dans l'eau - Remasterisé en 2016,Françoise Hardy,Buen Rock Esta Noche - Good Rockin' Tonight,Los Teen Tops,0.7139356385485535
2267,Des ronds dans l'eau - Remasterisé en 2016,Françoise Hardy,A Dance With Aera Cura,Miss May I,0.9440949382715484
2268,Des ronds dans l'eau - Remasterisé en 2016,Françoise Hardy,Out in the Dark,The Lurkers,0.8567872573346929
2269,Des ronds dans l'eau - Remasterisé en 2016,Françoise Hardy,Tijuana Taxi,Herb Alpert & The Tijuana Brass,0.5496195594210265
2270,Des ronds dans l'eau - Remasterisé en 2016,Françoise Hardy,Spirits In The Material World,The Police,0.7351941862825092
2271,Des ronds dans l'eau - Remasterisé en 2016,Françoise Hardy,Undercover Angel,Alan O'Day,0.5801265013792267
2272,Des ronds dans l'eau - Remasterisé en 2016,Françoise Hardy,Hero,Chad Kroeger Featuring Josey Scott,0.8265321431008106
2273,Des ronds dans l'eau - Remasterisé en 2016,Françoise Hardy,I Surrender,Fontella Bass,0.49569067156639124
2274,Des ronds dans l'eau - Remasterisé en 2016,Françoise Hardy,Song Of Joy - 50 Aniversario Remaster,Miguel Rios,0.6519964608645217
2275,Des ronds dans l'eau - Remasterisé en 2016,Françoise Hardy,Tudo O Que Você Podia Ser,Milton Nascimento,0.49047851671251463
2276,Des ronds dans l'eau - Remasterisé en 2016,Françoise Hardy,Not Ready To Die,Avenged Sevenfold,0.9096544594819906
2277,Des ronds dans l'eau - Remasterisé en 2016,Françoise Hardy,"The Struggle of the Turtle to the Sea, Pt. II",Jean-Luc Ponty,0.7518772633198643
2278,Des ronds dans l'eau - Remasterisé en 2016,Françoise Hardy,"Organ Grinder's Swing - Studio Session, Boulogne, 02/16/1973",Milt Buckner,0.4521606955726491
2279,Des ronds dans l'eau - Remasterisé en 2016,Françoise Hardy,You Are Everything,The Stylistics,0.3343350012398971
2280,Des ronds dans l'eau - Remasterisé en 2016,Françoise Hardy,Evacuate The Dancefloor,Cascada,0.8773949119009907
2281,Des ronds dans l'eau - Remasterisé en 2016,Françoise Hardy,You've Got What I Need,Shooting Star,0.6810156723039957
2282,Des ronds dans l'eau - Remasterisé en 2016,Françoise Hardy,Peace Of Mind,Death SS,0.9295830660987773
2283,Des ronds dans l'eau - Remasterisé en 2016,Françoise Hardy,Loving Her Was Easier (Than Anything I'll Ever Do Again),Kris Kristofferson,0.3778557791136159
2284,Des ronds dans l'eau - Remasterisé en 2016,Françoise Hardy,Talk To Me,Fiona,0.6332526477155919
2285,Des ronds dans l'eau - Remasterisé en 2016,Françoise Hardy,The Girl From Ipanema,Antônio Carlos Jobim,0.4589776957864097
2286,Des ronds dans l'eau - Remasterisé en 2016,Françoise Hardy,Forelsket i København,Scott Hamilton,0.5724057751446179
2287,Des ronds dans l'eau - Remasterisé en 2016,Françoise Hardy,Blessed,Elton John,0.6864268728782109
2288,Des ronds dans l'eau - Remasterisé en 2016,Françoise Hardy,L.A. Woman,Billy Idol,0.8439674813444542
2289,Des ronds dans l'eau - Remasterisé en 2016,Françoise Hardy,Celoso,Los Panchos,0.43020225398816203
2290,Des ronds dans l'eau - Remasterisé en 2016,Françoise Hardy,Everyday I Have To Cry,The Gentrys,0.37616775088844734
2291,Des ronds dans l'eau - Remasterisé en 2016,Françoise Hardy,Can We Talk,Tevin Campbell,0.7908539008786619
2292,Des ronds dans l'eau - Remasterisé en 2016,Françoise Hardy,Stroke,Trouble Funk,0.9036610666673743
2293,Des ronds dans l'eau - Remasterisé en 2016,Françoise Hardy,Rain,SID,0.8576868693829833
2294,Des ronds dans l'eau - Remasterisé en 2016,Françoise Hardy,You Make Me Work,Cameo,0.8282138954428447
2295,Des ronds dans l'eau - Remasterisé en 2016,Françoise Hardy,Rendez Vous,Defunk,0.8662206118363692
2296,Des ronds dans l'eau - Remasterisé en 2016,Françoise Hardy,Break It Up,Trouble Funk,0.9502949580055676
2297,Des ronds dans l'eau - Remasterisé en 2016,Françoise Hardy,Brand New Car,Big Joe Williams,0.320622462397352
2298,Des ronds dans l'eau - Remasterisé en 2016,Françoise Hardy,The (Bossa Nova) Bird,The Dells,0.5247312922222321
2299,Des ronds dans l'eau - Remasterisé en 2016,Françoise Hardy,Surfin' Safari,The Beach Boys,0.4491761717520702
2300,Des ronds dans l'eau - Remasterisé en 2016,Françoise Hardy,The Star Spangled Banner,Whitney Houston,0.3401539936830445
2301,Des ronds dans l'eau - Remasterisé en 2016,Françoise Hardy,Dile a Tus Ojos,Guty Cárdenas,0.48140908114812025
2302,Des ronds dans l'eau - Remasterisé en 2016,Françoise Hardy,Todo Cambia,Mercedes Sosa,0.4105265354387607
2303,Des ronds dans l'eau - Remasterisé en 2016,Françoise Hardy,"On Our Own (From """"Ghostbusters II"""")",Bobby Brown,0.9288700374801969
2304,Des ronds dans l'eau - Remasterisé en 2016,Françoise Hardy,Mr. Soul,Buffalo Springfield,0.7327858132013307
2305,Des ronds dans l'eau - Remasterisé en 2016,Françoise Hardy,Cowboy Casanova,Carrie Underwood,0.8429796251024694
2306,Des ronds dans l'eau - Remasterisé en 2016,Françoise Hardy,Livin' Above Your Head,Jay & The Americans,0.35465885409465214
2307,Des ronds dans l'eau - Remasterisé en 2016,Françoise Hardy,Hallways Of Enchanted Ebony,Agalloch,0.7761088250450263
2308,Des ronds dans l'eau - Remasterisé en 2016,Françoise Hardy,You're Supposed To Keep Your Love For Me,Jermaine Jackson,0.41986322662765047
2309,Des ronds dans l'eau - Remasterisé en 2016,Françoise Hardy,Dance Like We're Making Love,Ciara,0.8096295619066025
2310,Des ronds dans l'eau - Remasterisé en 2016,Françoise Hardy,Raga Karnaranjani,Ganesh & Kumaresh,0.3754924498447063
2311,Des ronds dans l'eau - Remasterisé en 2016,Françoise Hardy,Transgress,Aphyxion,0.909995664790706
2312,Des ronds dans l'eau - Remasterisé en 2016,Françoise Hardy,Répons (1981 - 1984): Introduction,Pierre Boulez,0.441888266892794
2313,Des ronds dans l'eau - Remasterisé en 2016,Françoise Hardy,Dukki Pe Dukki Ho - From 'Satte Pe Satta' / Soundtrack Version,Asha Bhosle,0.5439372487567862
2314,Des ronds dans l'eau - Remasterisé en 2016,Françoise Hardy,Me So Horny,2 LIVE CREW,1.0061642580514825
2315,Des ronds dans l'eau - Remasterisé en 2016,Françoise Hardy,Always Together,Al Martino,0.23005059546971526
2316,Des ronds dans l'eau - Remasterisé en 2016,Françoise Hardy,The First Nowell - Remastered 1997,Traditional,0.4236713423219963
2317,Des ronds dans l'eau - Remasterisé en 2016,Françoise Hardy,Pimpolho Moderno,Ary Lobo,0.48420272767030315
2318,Des ronds dans l'eau - Remasterisé en 2016,Françoise Hardy,Floe,Philip Glass,0.2671491934815007
2319,Des ronds dans l'eau - Remasterisé en 2016,Françoise Hardy,Come A Little Bit Closer,Jay & The Americans,0.47293657863881006
2320,Des ronds dans l'eau - Remasterisé en 2016,Françoise Hardy,The Fruit That Got Away,David Rovics,0.6312638831476797
2321,Des ronds dans l'eau - Remasterisé en 2016,Françoise Hardy,Sand in My Joints - 2006 Remastered Version,Wire,0.6636982413338915
2322,E-Musik,NEU!,Departure Suicide,Taetre,0.38443515855593857
2323,E-Musik,NEU!,Servants of Metal,Stormwarrior,0.4731875780205737
2324,E-Musik,NEU!,Até Quem Sabe,Gal Costa,1.2124936457417843
2325,E-Musik,NEU!,Speak To A Girl,Tim McGraw & Faith Hill,0.6655103224075681
2326,E-Musik,NEU!,Dominion / Mother Russia,Sisters of Mercy,0.24155685152359807
2327,E-Musik,NEU!,Blue Jean,David Bowie,0.18229788945657752
2328,E-Musik,NEU!,Souvenirs,Gabelo,0.5880590854109079
2329,E-Musik,NEU!,It's A Vibe,"2 Chainz Featuring Ty Dolla $ign, Trey Songz & Jhene Aiko",0.5954594550276012
2330,E-Musik,NEU!,Big Girls Don't Cry,Fergie,0.37506213863728566
2331,E-Musik,NEU!,A Woman's Love,Alan Jackson,0.569493175022852
2332,E-Musik,NEU!,Mensajes de Amor de Curso Legal,Joan Manuel Serrat,0.6300266163588031
2333,E-Musik,NEU!,Datos,Metal y Ca.,0.08627443124551892
2334,E-Musik,NEU!,Nothin',N.O.R.E.,0.4638164458040439
2335,E-Musik,NEU!,Samba De Quena,Dutch Swing College Band,0.611975552977103
2336,E-Musik,NEU!,Night Time,The xx,0.671414457213472
2337,E-Musik,NEU!,Pommitus,Sotajumala,0.2068333826575269
2338,E-Musik,NEU!,Buen Rock Esta Noche - Good Rockin' Tonight,Los Teen Tops,0.3368446133464013
2339,E-Musik,NEU!,A Dance With Aera Cura,Miss May I,0.2720991539607313
2340,E-Musik,NEU!,Out in the Dark,The Lurkers,0.10662798447381396
2341,E-Musik,NEU!,Tijuana Taxi,Herb Alpert & The Tijuana Brass,0.7092135321553749
2342,E-Musik,NEU!,Spirits In The Material World,The Police,0.4212016957807143
2343,E-Musik,NEU!,Undercover Angel,Alan O'Day,0.5014445648775488
2344,E-Musik,NEU!,Hero,Chad Kroeger Featuring Josey Scott,0.14611415970069197
2345,E-Musik,NEU!,I Surrender,Fontella Bass,0.7337574766968495
2346,E-Musik,NEU!,Song Of Joy - 50 Aniversario Remaster,Miguel Rios,0.664909503965967
2347,E-Musik,NEU!,Tudo O Que Você Podia Ser,Milton Nascimento,0.5188065550965532
2348,E-Musik,NEU!,Not Ready To Die,Avenged Sevenfold,0.18703463523424302
2349,E-Musik,NEU!,"The Struggle of the Turtle to the Sea, Pt. II",Jean-Luc Ponty,0.3317846699096523
2350,E-Musik,NEU!,"Organ Grinder's Swing - Studio Session, Boulogne, 02/16/1973",Milt Buckner,0.5732191299142451
2351,E-Musik,NEU!,You Are Everything,The Stylistics,0.8086904874276847
2352,E-Musik,NEU!,Evacuate The Dancefloor,Cascada,0.32750362516331283
2353,E-Musik,NEU!,You've Got What I Need,Shooting Star,0.24134429552514008
2354,E-Musik,NEU!,Peace Of Mind,Death SS,0.2976921265001249
2355,E-Musik,NEU!,Loving Her Was Easier (Than Anything I'll Ever Do Again),Kris Kristofferson,0.9742607029703227
2356,E-Musik,NEU!,Talk To Me,Fiona,0.3895430760740286
2357,E-Musik,NEU!,The Girl From Ipanema,Antônio Carlos Jobim,0.7074099226936006
2358,E-Musik,NEU!,Forelsket i København,Scott Hamilton,1.2542981490781127
2359,E-Musik,NEU!,Blessed,Elton John,0.46766946687042704
2360,E-Musik,NEU!,L.A. Woman,Billy Idol,0.17480925977232747
2361,E-Musik,NEU!,Celoso,Los Panchos,0.933924673325402
2362,E-Musik,NEU!,Everyday I Have To Cry,The Gentrys,0.7164518856907222
2363,E-Musik,NEU!,Can We Talk,Tevin Campbell,0.18729990130341964
2364,E-Musik,NEU!,Stroke,Trouble Funk,0.4481598144157225
2365,E-Musik,NEU!,Rain,SID,0.31346286292714304
2366,E-Musik,NEU!,You Make Me Work,Cameo,0.48956138191096243
2367,E-Musik,NEU!,Rendez Vous,Defunk,0.3828845755238625
2368,E-Musik,NEU!,Break It Up,Trouble Funk,0.45749161817818745
2369,E-Musik,NEU!,Brand New Car,Big Joe Williams,0.8843152198119183
2370,E-Musik,NEU!,The (Bossa Nova) Bird,The Dells,0.6379391347775845
2371,E-Musik,NEU!,Surfin' Safari,The Beach Boys,0.7245597834413294
2372,E-Musik,NEU!,The Star Spangled Banner,Whitney Houston,0.7613980582994521
2373,E-Musik,NEU!,Dile a Tus Ojos,Guty Cárdenas,1.1920270028769475
2374,E-Musik,NEU!,Todo Cambia,Mercedes Sosa,1.0429477873972137
2375,E-Musik,NEU!,"On Our Own (From """"Ghostbusters II"""")",Bobby Brown,0.30778744659960067
2376,E-Musik,NEU!,Mr. Soul,Buffalo Springfield,0.35173150075946696
2377,E-Musik,NEU!,Cowboy Casanova,Carrie Underwood,0.2128479719016567
2378,E-Musik,NEU!,Livin' Above Your Head,Jay & The Americans,0.6949028442453076
2379,E-Musik,NEU!,Hallways Of Enchanted Ebony,Agalloch,0.3404961623236855
2380,E-Musik,NEU!,You're Supposed To Keep Your Love For Me,Jermaine Jackson,0.8177677863770874
2381,E-Musik,NEU!,Dance Like We're Making Love,Ciara,0.4636727309428466
2382,E-Musik,NEU!,Raga Karnaranjani,Ganesh & Kumaresh,0.9106153677124476
2383,E-Musik,NEU!,Transgress,Aphyxion,0.2829993699786272
2384,E-Musik,NEU!,Répons (1981 - 1984): Introduction,Pierre Boulez,1.218352155919208
2385,E-Musik,NEU!,Dukki Pe Dukki Ho - From 'Satte Pe Satta' / Soundtrack Version,Asha Bhosle,0.6315414861751695
2386,E-Musik,NEU!,Me So Horny,2 LIVE CREW,0.4647185134292344
2387,E-Musik,NEU!,Always Together,Al Martino,0.9405922633354044
2388,E-Musik,NEU!,The First Nowell - Remastered 1997,Traditional,1.1726776938172725
2389,E-Musik,NEU!,Pimpolho Moderno,Ary Lobo,0.8855112962682454
2390,E-Musik,NEU!,Floe,Philip Glass,0.6945639440382577
2391,E-Musik,NEU!,Come A Little Bit Closer,Jay & The Americans,0.5065625970658054
2392,E-Musik,NEU!,The Fruit That Got Away,David Rovics,0.5274645068778994
2393,E-Musik,NEU!,Sand in My Joints - 2006 Remastered Version,Wire,0.41776459723862014
2394,Departure Suicide,Taetre,Servants of Metal,Stormwarrior,0.3760401067567732
2395,Departure Suicide,Taetre,Até Quem Sabe,Gal Costa,1.3844518535260608
2396,Departure Suicide,Taetre,Speak To A Girl,Tim McGraw & Faith Hill,0.8356563813806037
2397,Departure Suicide,Taetre,Dominion / Mother Russia,Sisters of Mercy,0.518225741812394
2398,Departure Suicide,Taetre,Blue Jean,David Bowie,0.472429547500692
2399,Departure Suicide,Taetre,Souvenirs,Gabelo,0.8566802770162627
2400,Departure Suicide,Taetre,It's A Vibe,"2 Chainz Featuring Ty Dolla $ign, Trey Songz & Jhene Aiko",0.9063512377768949
2401,Departure Suicide,Taetre,Big Girls Don't Cry,Fergie,0.7104882908363338
