,track1,artist1,track2,artist2,euclidean
1337,You Keep Running Away,Four Tops,You Are Everything,The Stylistics,0.8338201053644823
1338,You Keep Running Away,Four Tops,Evacuate The Dancefloor,Cascada,0.3089958281141139
1339,You Keep Running Away,Four Tops,You've Got What I Need,Shooting Star,0.17675722354918533
1340,You Keep Running Away,Four Tops,Peace Of Mind,Death SS,0.16991895009509494
1341,You Keep Running Away,Four Tops,Loving Her Was Easier (Than Anything I'll Ever Do Again),Kris Kristofferson,0.9344132930148327
1342,You Keep Running Away,Four Tops,Talk To Me,Fiona,0.29613756767121713
1343,You Keep Running Away,Four Tops,The Girl From Ipanema,Antônio Carlos Jobim,0.761699683996407
1344,You Keep Running Away,Four Tops,Forelsket i København,Scott Hamilton,1.2025432512320888
1345,You Keep Running Away,Four Tops,Blessed,Elton John,0.6428130713893877
1346,You Keep Running Away,Four Tops,L.A. Woman,Billy Idol,0.3747835161564966
1347,You Keep Running Away,Four Tops,Celoso,Los Panchos,0.9180240561244766
1348,You Keep Running Away,Four Tops,Everyday I Have To Cry,The Gentrys,0.7072129475435864
1349,You Keep Running Away,Four Tops,Can We Talk,Tevin Campbell,0.36502083620567427
1350,You Keep Running Away,Four Tops,Stroke,Trouble Funk,0.3909971444242204
1351,You Keep Running Away,Four Tops,Rain,SID,0.10123057291236245
1352,You Keep Running Away,Four Tops,You Make Me Work,Cameo,0.44050862078848646
1353,You Keep Running Away,Four Tops,Rendez Vous,Defunk,0.27916493335193926
1354,You Keep Running Away,Four Tops,Break It Up,Trouble Funk,0.3657629003682198
1355,You Keep Running Away,Four Tops,Brand New Car,Big Joe Williams,0.8538194366975653
1356,You Keep Running Away,Four Tops,The (Bossa Nova) Bird,The Dells,0.5571852580431087
1357,You Keep Running Away,Four Tops,Surfin' Safari,The Beach Boys,0.7701579707706662
1358,You Keep Running Away,Four Tops,The Star Spangled Banner,Whitney Houston,0.7116585001031804
1359,You Keep Running Away,Four Tops,Dile a Tus Ojos,Guty Cárdenas,1.165999887533859
1360,You Keep Running Away,Four Tops,Todo Cambia,Mercedes Sosa,1.0492674529553083
1361,You Keep Running Away,Four Tops,"On Our Own (From """"Ghostbusters II"""")",Bobby Brown,0.13323068206101063
1362,You Keep Running Away,Four Tops,Mr. Soul,Buffalo Springfield,0.3783511425860152
1363,You Keep Running Away,Four Tops,Cowboy Casanova,Carrie Underwood,0.12297917179109934
1364,You Keep Running Away,Four Tops,Livin' Above Your Head,Jay & The Americans,0.6956961990660971
1365,You Keep Running Away,Four Tops,Hallways Of Enchanted Ebony,Agalloch,0.36991854912008915
1366,You Keep Running Away,Four Tops,You're Supposed To Keep Your Love For Me,Jermaine Jackson,0.839533770770291
1367,You Keep Running Away,Four Tops,Dance Like We're Making Love,Ciara,0.37645046592176706
1368,You Keep Running Away,Four Tops,Raga Karnaranjani,Ganesh & Kumaresh,0.9752626966523119
1369,You Keep Running Away,Four Tops,Transgress,Aphyxion,0.12816538946496622
1370,You Keep Running Away,Four Tops,Répons (1981 - 1984): Introduction,Pierre Boulez,1.2471827537284266
1371,You Keep Running Away,Four Tops,Dukki Pe Dukki Ho - From 'Satte Pe Satta' / Soundtrack Version,Asha Bhosle,0.6120976696238251
1372,You Keep Running Away,Four Tops,Me So Horny,2 LIVE CREW,0.44633926696013754
1373,You Keep Running Away,Four Tops,Always Together,Al Martino,0.9336568045243158
1374,You Keep Running Away,Four Tops,The First Nowell - Remastered 1997,Traditional,1.1430452273728082
1375,You Keep Running Away,Four Tops,Pimpolho Moderno,Ary Lobo,0.8506734764552057
1376,You Keep Running Away,Four Tops,Floe,Philip Glass,0.6572541792214138
1377,You Keep Running Away,Four Tops,Come A Little Bit Closer,Jay & The Americans,0.5152104054109163
1378,You Keep Running Away,Four Tops,The Fruit That Got Away,David Rovics,0.49086103461752695
1379,You Keep Running Away,Four Tops,Sand in My Joints - 2006 Remastered Version,Wire,0.6106801444827707
1380,Studio di colori,Ennio Morricone,Burial Ground,Immolation,1.2123253527868278
1381,Studio di colori,Ennio Morricone,"Run, Run, Run",The Third Rail,0.43343039584324083
1382,Studio di colori,Ennio Morricone,Sola Con Mi Soledad,Marisela,0.5453747694533153
1383,Studio di colori,Ennio Morricone,Come Home Soon,SHeDAISY,0.45768490034096265
1384,Studio di colori,Ennio Morricone,That Other Woman,Changing Faces,0.8904874652631508
1385,Studio di colori,Ennio Morricone,Willkommen,Joel Grey,0.4373757449500172
1386,Studio di colori,Ennio Morricone,Caboose,Snapcase,1.2686103136463847
1387,Studio di colori,Ennio Morricone,Hot Thoughts,Spoon,1.2163239945587443
1388,Studio di colori,Ennio Morricone,Out Of Sight (YO),Rufus Blaq,1.0955412805895803
1389,Studio di colori,Ennio Morricone,Someday Never Comes,Creedence Clearwater Revival,0.9539353233026228
1390,Studio di colori,Ennio Morricone,Des ronds dans l'eau - Remasterisé en 2016,Françoise Hardy,0.42294466140550685
1391,Studio di colori,Ennio Morricone,E-Musik,NEU!,1.133106328722831
1392,Studio di colori,Ennio Morricone,Departure Suicide,Taetre,1.2764030528277823
1393,Studio di colori,Ennio Morricone,Servants of Metal,Stormwarrior,1.3133156041190321
1394,Studio di colori,Ennio Morricone,Até Quem Sabe,Gal Costa,0.14298443190001606
1395,Studio di colori,Ennio Morricone,Speak To A Girl,Tim McGraw & Faith Hill,0.4963741284818442
1396,Studio di colori,Ennio Morricone,Dominion / Mother Russia,Sisters of Mercy,1.2571041590208303
1397,Studio di colori,Ennio Morricone,Blue Jean,David Bowie,1.16299482128853
1398,Studio di colori,Ennio Morricone,Souvenirs,Gabelo,0.9292609917119353
1399,Studio di colori,Ennio Morricone,It's A Vibe,"2 Chainz Featuring Ty Dolla $ign, Trey Songz & Jhene Aiko",1.08432340778299
1400,Studio di colori,Ennio Morricone,Big Girls Don't Cry,Fergie,0.9436634586976933
1401,Studio di colori,Ennio Morricone,A Woman's Love,Alan Jackson,0.5976715222086527
1402,Studio di colori,Ennio Morricone,Mensajes de Amor de Curso Legal,Joan Manuel Serrat,0.5743047325461248
1403,Studio di colori,Ennio Morricone,Datos,Metal y Ca.,1.1965519912133846
1404,Studio di colori,Ennio Morricone,Nothin',N.O.R.E.,1.0548777521201078
1405,Studio di colori,Ennio Morricone,Samba De Quena,Dutch Swing College Band,0.6949473937330903
1406,Studio di colori,Ennio Morricone,Night Time,The xx,0.5656544384642379
1407,Studio di colori,Ennio Morricone,Pommitus,Sotajumala,1.2439045675780942
1408,Studio di colori,Ennio Morricone,Buen Rock Esta Noche - Good Rockin' Tonight,Los Teen Tops,1.0695454916041995
1409,Studio di colori,Ennio Morricone,A Dance With Aera Cura,Miss May I,1.28751838518721
1410,Studio di colori,Ennio Morricone,Out in the Dark,The Lurkers,1.2055704630060995
1411,Studio di colori,Ennio Morricone,Tijuana Taxi,Herb Alpert & The Tijuana Brass,0.6818491067565917
1412,Studio di colori,Ennio Morricone,Spirits In The Material World,The Police,0.9471222223434295
1413,Studio di colori,Ennio Morricone,Undercover Angel,Alan O'Day,0.7874183919039142
1414,Studio di colori,Ennio Morricone,Hero,Chad Kroeger Featuring Josey Scott,1.1793193863341513
1415,Studio di colori,Ennio Morricone,I Surrender,Fontella Bass,0.678394268518612
1416,Studio di colori,Ennio Morricone,Song Of Joy - 50 Aniversario Remaster,Miguel Rios,0.9096076286376359
1417,Studio di colori,Ennio Morricone,Tudo O Que Você Podia Ser,Milton Nascimento,0.751000190096506
1418,Studio di colori,Ennio Morricone,Not Ready To Die,Avenged Sevenfold,1.2775100884422619
1419,Studio di colori,Ennio Morricone,"The Struggle of the Turtle to the Sea, Pt. II",Jean-Luc Ponty,1.0929848575319323
1420,Studio di colori,Ennio Morricone,"Organ Grinder's Swing - Studio Session, Boulogne, 02/16/1973",Milt Buckner,0.7115004707758998
1421,Studio di colori,Ennio Morricone,You Are Everything,The Stylistics,0.553176139252238
1422,Studio di colori,Ennio Morricone,Evacuate The Dancefloor,Cascada,1.1270081512769925
1423,Studio di colori,Ennio Morricone,You've Got What I Need,Shooting Star,1.0065198595191671
1424,Studio di colori,Ennio Morricone,Peace Of Mind,Death SS,1.287882915465533
1425,Studio di colori,Ennio Morricone,Loving Her Was Easier (Than Anything I'll Ever Do Again),Kris Kristofferson,0.3347249827181422
1426,Studio di colori,Ennio Morricone,Talk To Me,Fiona,0.9179519613342165
1427,Studio di colori,Ennio Morricone,The Girl From Ipanema,Antônio Carlos Jobim,0.5258067366671755
1428,Studio di colori,Ennio Morricone,Forelsket i København,Scott Hamilton,0.36180002869689565
1429,Studio di colori,Ennio Morricone,Blessed,Elton John,0.8868570823586994
1430,Studio di colori,Ennio Morricone,L.A. Woman,Billy Idol,1.2163572019370807
1431,Studio di colori,Ennio Morricone,Celoso,Los Panchos,0.39899389634516463
1432,Studio di colori,Ennio Morricone,Everyday I Have To Cry,The Gentrys,0.492726067914836
1433,Studio di colori,Ennio Morricone,Can We Talk,Tevin Campbell,1.0730196419925564
1434,Studio di colori,Ennio Morricone,Stroke,Trouble Funk,1.1131916783649785
1435,Studio di colori,Ennio Morricone,Rain,SID,1.1598714175545106
1436,Studio di colori,Ennio Morricone,You Make Me Work,Cameo,1.0637711113091008
1437,Studio di colori,Ennio Morricone,Rendez Vous,Defunk,1.1117010738204882
1438,Studio di colori,Ennio Morricone,Break It Up,Trouble Funk,1.1712729821360008
1439,Studio di colori,Ennio Morricone,Brand New Car,Big Joe Williams,0.361949227052361
1440,Studio di colori,Ennio Morricone,The (Bossa Nova) Bird,The Dells,0.8178046943017392
1441,Studio di colori,Ennio Morricone,Surfin' Safari,The Beach Boys,0.7158155882456423
1442,Studio di colori,Ennio Morricone,The Star Spangled Banner,Whitney Houston,0.6988671706411582
1443,Studio di colori,Ennio Morricone,Dile a Tus Ojos,Guty Cárdenas,0.24890063730568607
1444,Studio di colori,Ennio Morricone,Todo Cambia,Mercedes Sosa,0.1714335243669762
1445,Studio di colori,Ennio Morricone,"On Our Own (From """"Ghostbusters II"""")",Bobby Brown,1.2335239279227375
1446,Studio di colori,Ennio Morricone,Mr. Soul,Buffalo Springfield,0.9673602696313891
1447,Studio di colori,Ennio Morricone,Cowboy Casanova,Carrie Underwood,1.1560603479473102
1448,Studio di colori,Ennio Morricone,Livin' Above Your Head,Jay & The Americans,0.5573052493661803
1449,Studio di colori,Ennio Morricone,Hallways Of Enchanted Ebony,Agalloch,1.1400807652751879
1450,Studio di colori,Ennio Morricone,You're Supposed To Keep Your Love For Me,Jermaine Jackson,0.45861308165828757
1451,Studio di colori,Ennio Morricone,Dance Like We're Making Love,Ciara,1.0195665253989605
1452,Studio di colori,Ennio Morricone,Raga Karnaranjani,Ganesh & Kumaresh,0.5242104182783275
1453,Studio di colori,Ennio Morricone,Transgress,Aphyxion,1.259676591771214
1454,Studio di colori,Ennio Morricone,Répons (1981 - 1984): Introduction,Pierre Boulez,0.21795675640876588
1455,Studio di colori,Ennio Morricone,Dukki Pe Dukki Ho - From 'Satte Pe Satta' / Soundtrack Version,Asha Bhosle,0.7836577881097779
1456,Studio di colori,Ennio Morricone,Me So Horny,2 LIVE CREW,1.2205569104993366
1457,Studio di colori,Ennio Morricone,Always Together,Al Martino,0.3237464162152647
1458,Studio di colori,Ennio Morricone,The First Nowell - Remastered 1997,Traditional,0.37133985162041144
1459,Studio di colori,Ennio Morricone,Pimpolho Moderno,Ary Lobo,0.5691077135843892
1460,Studio di colori,Ennio Morricone,Floe,Philip Glass,0.5531180379349291
1461,Studio di colori,Ennio Morricone,Come A Little Bit Closer,Jay & The Americans,0.739890028048296
1462,Studio di colori,Ennio Morricone,The Fruit That Got Away,David Rovics,0.8079326663543672
1463,Studio di colori,Ennio Morricone,Sand in My Joints - 2006 Remastered Version,Wire,1.0476075274825578
1464,Burial Ground,Immolation,"Run, Run, Run",The Third Rail,0.8626353054228909
1465,Burial Ground,Immolation,Sola Con Mi Soledad,Marisela,1.0034705584048937
1466,Burial Ground,Immolation,Come Home Soon,SHeDAISY,0.8444380410251727
1467,Burial Ground,Immolation,That Other Woman,Changing Faces,0.590896774211387
1468,Burial Ground,Immolation,Willkommen,Joel Grey,0.9863685765439296
1469,Burial Ground,Immolation,Caboose,Snapcase,0.2528345758792363
1470,Burial Ground,Immolation,Hot Thoughts,Spoon,0.4392834569114424
1471,Burial Ground,Immolation,Out Of Sight (YO),Rufus Blaq,0.7133405999476236
1472,Burial Ground,Immolation,Someday Never Comes,Creedence Clearwater Revival,0.664175803816498
1473,Burial Ground,Immolation,Des ronds dans l'eau - Remasterisé en 2016,Françoise Hardy,0.8330462772620922
1474,Burial Ground,Immolation,E-Musik,NEU!,0.29368837661103664
1475,Burial Ground,Immolation,Departure Suicide,Taetre,0.20865432489185445
1476,Burial Ground,Immolation,Servants of Metal,Stormwarrior,0.23426837002392004
1477,Burial Ground,Immolation,Até Quem Sabe,Gal Costa,1.3120700902980253
1478,Burial Ground,Immolation,Speak To A Girl,Tim McGraw & Faith Hill,0.7689185788177896
1479,Burial Ground,Immolation,Dominion / Mother Russia,Sisters of Mercy,0.36405041316707754
1480,Burial Ground,Immolation,Blue Jean,David Bowie,0.3065439993220205
1481,Burial Ground,Immolation,Souvenirs,Gabelo,0.7629408923091558
1482,Burial Ground,Immolation,It's A Vibe,"2 Chainz Featuring Ty Dolla $ign, Trey Songz & Jhene Aiko",0.7271929157809667
1483,Burial Ground,Immolation,Big Girls Don't Cry,Fergie,0.5544085527721871
1484,Burial Ground,Immolation,A Woman's Love,Alan Jackson,0.7137236866210832
1485,Burial Ground,Immolation,Mensajes de Amor de Curso Legal,Joan Manuel Serrat,0.7572832378234631
1486,Burial Ground,Immolation,Datos,Metal y Ca.,0.31821910634013445
1487,Burial Ground,Immolation,Nothin',N.O.R.E.,0.6424248065470894
1488,Burial Ground,Immolation,Samba De Quena,Dutch Swing College Band,0.7441416074447379
1489,Burial Ground,Immolation,Night Time,The xx,0.8201342253370193
1490,Burial Ground,Immolation,Pommitus,Sotajumala,0.13432868049499128
1491,Burial Ground,Immolation,Buen Rock Esta Noche - Good Rockin' Tonight,Los Teen Tops,0.3088407290113793
1492,Burial Ground,Immolation,A Dance With Aera Cura,Miss May I,0.32505946461492097
1493,Burial Ground,Immolation,Out in the Dark,The Lurkers,0.24213251892288898
1494,Burial Ground,Immolation,Tijuana Taxi,Herb Alpert & The Tijuana Brass,0.8715549817581785
1495,Burial Ground,Immolation,Spirits In The Material World,The Police,0.665752031116812
1496,Burial Ground,Immolation,Undercover Angel,Alan O'Day,0.6444615987375013
1497,Burial Ground,Immolation,Hero,Chad Kroeger Featuring Josey Scott,0.16815901798695318
1498,Burial Ground,Immolation,I Surrender,Fontella Bass,0.8875449754089421
1499,Burial Ground,Immolation,Song Of Joy - 50 Aniversario Remaster,Miguel Rios,0.5643445689151125
1500,Burial Ground,Immolation,Tudo O Que Você Podia Ser,Milton Nascimento,0.5603331101232875
1501,Burial Ground,Immolation,Not Ready To Die,Avenged Sevenfold,0.21661492109207872
1502,Burial Ground,Immolation,"The Struggle of the Turtle to the Sea, Pt. II",Jean-Luc Ponty,0.20915370317401355
1503,Burial Ground,Immolation,"Organ Grinder's Swing - Studio Session, Boulogne, 02/16/1973",Milt Buckner,0.732440639369651
1504,Burial Ground,Immolation,You Are Everything,The Stylistics,0.9148535847115963
1505,Burial Ground,Immolation,Evacuate The Dancefloor,Cascada,0.5315629576274292
1506,Burial Ground,Immolation,You've Got What I Need,Shooting Star,0.33074510051445716
1507,Burial Ground,Immolation,Peace Of Mind,Death SS,0.26369890130709295
1508,Burial Ground,Immolation,Loving Her Was Easier (Than Anything I'll Ever Do Again),Kris Kristofferson,1.0251297746322605
1509,Burial Ground,Immolation,Talk To Me,Fiona,0.5328474449498238
1510,Burial Ground,Immolation,The Girl From Ipanema,Antônio Carlos Jobim,0.8516259851655789
1511,Burial Ground,Immolation,Forelsket i København,Scott Hamilton,1.2910609488672669
1512,Burial Ground,Immolation,Blessed,Elton John,0.6462015559617721
1513,Burial Ground,Immolation,L.A. Woman,Billy Idol,0.21640607650386556
1514,Burial Ground,Immolation,Celoso,Los Panchos,1.0584152026194555
1515,Burial Ground,Immolation,Everyday I Have To Cry,The Gentrys,0.836949133184327
1516,Burial Ground,Immolation,Can We Talk,Tevin Campbell,0.45240371814554275
1517,Burial Ground,Immolation,Stroke,Trouble Funk,0.6411267806172426
1518,Burial Ground,Immolation,Rain,SID,0.39374218612086265
1519,Burial Ground,Immolation,You Make Me Work,Cameo,0.712093142228183
1520,Burial Ground,Immolation,Rendez Vous,Defunk,0.5389909131966235
1521,Burial Ground,Immolation,Break It Up,Trouble Funk,0.6424236357057889
1522,Burial Ground,Immolation,Brand New Car,Big Joe Williams,0.960151857050734
1523,Burial Ground,Immolation,The (Bossa Nova) Bird,The Dells,0.7175444878444376
1524,Burial Ground,Immolation,Surfin' Safari,The Beach Boys,0.8499978708704982
1525,Burial Ground,Immolation,The Star Spangled Banner,Whitney Houston,0.7138980449118707
1526,Burial Ground,Immolation,Dile a Tus Ojos,Guty Cárdenas,1.2453496918446545
1527,Burial Ground,Immolation,Todo Cambia,Mercedes Sosa,1.1279071699409284
1528,Burial Ground,Immolation,"On Our Own (From """"Ghostbusters II"""")",Bobby Brown,0.4230131863132572
1529,Burial Ground,Immolation,Mr. Soul,Buffalo Springfield,0.5294777725172551
1530,Burial Ground,Immolation,Cowboy Casanova,Carrie Underwood,0.35020504083476767
1531,Burial Ground,Immolation,Livin' Above Your Head,Jay & The Americans,0.8249490589626287
1532,Burial Ground,Immolation,Hallways Of Enchanted Ebony,Agalloch,0.1314359084016127
1533,Burial Ground,Immolation,You're Supposed To Keep Your Love For Me,Jermaine Jackson,0.973614015907802
1534,Burial Ground,Immolation,Dance Like We're Making Love,Ciara,0.5993207546102919
1535,Burial Ground,Immolation,Raga Karnaranjani,Ganesh & Kumaresh,1.0243983429500558
1536,Burial Ground,Immolation,Transgress,Aphyxion,0.2684968272902678
1537,Burial Ground,Immolation,Répons (1981 - 1984): Introduction,Pierre Boulez,1.2516807460273947
1538,Burial Ground,Immolation,Dukki Pe Dukki Ho - From 'Satte Pe Satta' / Soundtrack Version,Asha Bhosle,0.7867864850825901
1539,Burial Ground,Immolation,Me So Horny,2 LIVE CREW,0.6948886356334352
1540,Burial Ground,Immolation,Always Together,Al Martino,0.9619382658228948
1541,Burial Ground,Immolation,The First Nowell - Remastered 1997,Traditional,1.1834849140048826
1542,Burial Ground,Immolation,Pimpolho Moderno,Ary Lobo,1.0132559686184774
1543,Burial Ground,Immolation,Floe,Philip Glass,0.7454772063359217
1544,Burial Ground,Immolation,Come A Little Bit Closer,Jay & The Americans,0.6682113111976365
1545,Burial Ground,Immolation,The Fruit That Got Away,David Rovics,0.66227628357723
1546,Burial Ground,Immolation,Sand in My Joints - 2006 Remastered Version,Wire,0.3757044913067148
1547,"Run, Run, Run",The Third Rail,Sola Con Mi Soledad,Marisela,0.3966110679467259
1548,"Run, Run, Run",The Third Rail,Come Home Soon,SHeDAISY,0.20732597659017596
1549,"Run, Run, Run",The Third Rail,That Other Woman,Changing Faces,0.6153983535442206
1550,"Run, Run, Run",The Third Rail,Willkommen,Joel Grey,0.22903647623757045
1551,"Run, Run, Run",The Third Rail,Caboose,Snapcase,0.8892886027882592
1552,"Run, Run, Run",The Third Rail,Hot Thoughts,Spoon,0.8333673841146619
1553,"Run, Run, Run",The Third Rail,Out Of Sight (YO),Rufus Blaq,0.8134847646925358
1554,"Run, Run, Run",The Third Rail,Someday Never Comes,Creedence Clearwater Revival,0.7374828931441422
1555,"Run, Run, Run",The Third Rail,Des ronds dans l'eau - Remasterisé en 2016,Françoise Hardy,0.21504187330520455
1556,"Run, Run, Run",The Third Rail,E-Musik,NEU!,0.7657284429213692
1557,"Run, Run, Run",The Third Rail,Departure Suicide,Taetre,0.9401962156997833
1558,"Run, Run, Run",The Third Rail,Servants of Metal,Stormwarrior,0.9516786883039675
1559,"Run, Run, Run",The Third Rail,Até Quem Sabe,Gal Costa,0.49701213265351085
1560,"Run, Run, Run",The Third Rail,Speak To A Girl,Tim McGraw & Faith Hill,0.12407711019310215
1561,"Run, Run, Run",The Third Rail,Dominion / Mother Russia,Sisters of Mercy,0.8729493468800477
1562,"Run, Run, Run",The Third Rail,Blue Jean,David Bowie,0.7896304909142863
1563,"Run, Run, Run",The Third Rail,Souvenirs,Gabelo,0.5138108549213372
1564,"Run, Run, Run",The Third Rail,It's A Vibe,"2 Chainz Featuring Ty Dolla $ign, Trey Songz & Jhene Aiko",0.8189792328339438
1565,"Run, Run, Run",The Third Rail,Big Girls Don't Cry,Fergie,0.6018926694956537
1566,"Run, Run, Run",The Third Rail,A Woman's Love,Alan Jackson,0.24400282853108565
1567,"Run, Run, Run",The Third Rail,Mensajes de Amor de Curso Legal,Joan Manuel Serrat,0.28414816065861215
1568,"Run, Run, Run",The Third Rail,Datos,Metal y Ca.,0.8241311355811856
1569,"Run, Run, Run",The Third Rail,Nothin',N.O.R.E.,0.6605383425428033
1570,"Run, Run, Run",The Third Rail,Samba De Quena,Dutch Swing College Band,0.2967945902605034
1571,"Run, Run, Run",The Third Rail,Night Time,The xx,0.315321567062169
1572,"Run, Run, Run",The Third Rail,Pommitus,Sotajumala,0.877812450526726
1573,"Run, Run, Run",The Third Rail,Buen Rock Esta Noche - Good Rockin' Tonight,Los Teen Tops,0.6856598759460991
1574,"Run, Run, Run",The Third Rail,A Dance With Aera Cura,Miss May I,0.8971820229510717
1575,"Run, Run, Run",The Third Rail,Out in the Dark,The Lurkers,0.8302502679089149
1576,"Run, Run, Run",The Third Rail,Tijuana Taxi,Herb Alpert & The Tijuana Brass,0.35270951955962393
1577,"Run, Run, Run",The Third Rail,Spirits In The Material World,The Police,0.6061149572854123
1578,"Run, Run, Run",The Third Rail,Undercover Angel,Alan O'Day,0.4729929987467704
1579,"Run, Run, Run",The Third Rail,Hero,Chad Kroeger Featuring Josey Scott,0.820647206204352
1580,"Run, Run, Run",The Third Rail,I Surrender,Fontella Bass,0.29847086364358494
1581,"Run, Run, Run",The Third Rail,Song Of Joy - 50 Aniversario Remaster,Miguel Rios,0.7266508686697151
1582,"Run, Run, Run",The Third Rail,Tudo O Que Você Podia Ser,Milton Nascimento,0.4663319055522821
1583,"Run, Run, Run",The Third Rail,Not Ready To Die,Avenged Sevenfold,0.8976416878986713
1584,"Run, Run, Run",The Third Rail,"The Struggle of the Turtle to the Sea, Pt. II",Jean-Luc Ponty,0.7817605017810029
1585,"Run, Run, Run",The Third Rail,"Organ Grinder's Swing - Studio Session, Boulogne, 02/16/1973",Milt Buckner,0.29477422139804604
1586,"Run, Run, Run",The Third Rail,You Are Everything,The Stylistics,0.19537173964366703
1587,"Run, Run, Run",The Third Rail,Evacuate The Dancefloor,Cascada,0.7951426990880156
1588,"Run, Run, Run",The Third Rail,You've Got What I Need,Shooting Star,0.6411825266952947
1589,"Run, Run, Run",The Third Rail,Peace Of Mind,Death SS,0.9002635792298982
1590,"Run, Run, Run",The Third Rail,Loving Her Was Easier (Than Anything I'll Ever Do Again),Kris Kristofferson,0.3498984622744969
1591,"Run, Run, Run",The Third Rail,Talk To Me,Fiona,0.5286755087599232
1592,"Run, Run, Run",The Third Rail,The Girl From Ipanema,Antônio Carlos Jobim,0.3892034509214784
1593,"Run, Run, Run",The Third Rail,Forelsket i København,Scott Hamilton,0.5619067471145006
1594,"Run, Run, Run",The Third Rail,Blessed,Elton John,0.6704695039470309
1595,"Run, Run, Run",The Third Rail,L.A. Woman,Billy Idol,0.8474553223643189
1596,"Run, Run, Run",The Third Rail,Celoso,Los Panchos,0.2510652933657703
1597,"Run, Run, Run",The Third Rail,Everyday I Have To Cry,The Gentrys,0.2428371007728507
1598,"Run, Run, Run",The Third Rail,Can We Talk,Tevin Campbell,0.7361696171561996
1599,"Run, Run, Run",The Third Rail,Stroke,Trouble Funk,0.803761854258635
1600,"Run, Run, Run",The Third Rail,Rain,SID,0.7990474722896562
1601,"Run, Run, Run",The Third Rail,You Make Me Work,Cameo,0.6778703234154184
1602,"Run, Run, Run",The Third Rail,Rendez Vous,Defunk,0.7830348875157325
1603,"Run, Run, Run",The Third Rail,Break It Up,Trouble Funk,0.8461950322293218
1604,"Run, Run, Run",The Third Rail,Brand New Car,Big Joe Williams,0.22584528080591212
1605,"Run, Run, Run",The Third Rail,The (Bossa Nova) Bird,The Dells,0.4024986500587566
1606,"Run, Run, Run",The Third Rail,Surfin' Safari,The Beach Boys,0.32952014623138076
1607,"Run, Run, Run",The Third Rail,The Star Spangled Banner,Whitney Houston,0.4080615552790301
1608,"Run, Run, Run",The Third Rail,Dile a Tus Ojos,Guty Cárdenas,0.46591486878150185
1609,"Run, Run, Run",The Third Rail,Todo Cambia,Mercedes Sosa,0.3778365828616967
1610,"Run, Run, Run",The Third Rail,"On Our Own (From """"Ghostbusters II"""")",Bobby Brown,0.8599389735315016
1611,"Run, Run, Run",The Third Rail,Mr. Soul,Buffalo Springfield,0.6695902712500658
1612,"Run, Run, Run",The Third Rail,Cowboy Casanova,Carrie Underwood,0.7887324858571967
1613,"Run, Run, Run",The Third Rail,Livin' Above Your Head,Jay & The Americans,0.15566842615874343
1614,"Run, Run, Run",The Third Rail,Hallways Of Enchanted Ebony,Agalloch,0.8207697676667883
1615,"Run, Run, Run",The Third Rail,You're Supposed To Keep Your Love For Me,Jermaine Jackson,0.22649725189836112
1616,"Run, Run, Run",The Third Rail,Dance Like We're Making Love,Ciara,0.7308853689656375
1617,"Run, Run, Run",The Third Rail,Raga Karnaranjani,Ganesh & Kumaresh,0.29377263978628204
1618,"Run, Run, Run",The Third Rail,Transgress,Aphyxion,0.8774467289680044
1619,"Run, Run, Run",The Third Rail,Répons (1981 - 1984): Introduction,Pierre Boulez,0.5315344240256611
1620,"Run, Run, Run",The Third Rail,Dukki Pe Dukki Ho - From 'Satte Pe Satta' / Soundtrack Version,Asha Bhosle,0.37208524858373365
1621,"Run, Run, Run",The Third Rail,Me So Horny,2 LIVE CREW,0.8945678422434166
1622,"Run, Run, Run",The Third Rail,Always Together,Al Martino,0.31554586380806005
1623,"Run, Run, Run",The Third Rail,The First Nowell - Remastered 1997,Traditional,0.4737706723878836
1624,"Run, Run, Run",The Third Rail,Pimpolho Moderno,Ary Lobo,0.28218897475409893
1625,"Run, Run, Run",The Third Rail,Floe,Philip Glass,0.19930922159312228
1626,"Run, Run, Run",The Third Rail,Come A Little Bit Closer,Jay & The Americans,0.33036588036487463
1627,"Run, Run, Run",The Third Rail,The Fruit That Got Away,David Rovics,0.5506107519413549
1628,"Run, Run, Run",The Third Rail,Sand in My Joints - 2006 Remastered Version,Wire,0.7417068190056761
1629,Sola Con Mi Soledad,Marisela,Come Home Soon,SHeDAISY,0.39360487028899893
1630,Sola Con Mi Soledad,Marisela,That Other Woman,Changing Faces,0.5230476037645753
1631,Sola Con Mi Soledad,Marisela,Willkommen,Joel Grey,0.37663816914097664
1632,Sola Con Mi Soledad,Marisela,Caboose,Snapcase,0.9698280550658194
1633,Sola Con Mi Soledad,Marisela,Hot Thoughts,Spoon,0.8269937872283925
1634,Sola Con Mi Soledad,Marisela,Out Of Sight (YO),Rufus Blaq,0.6288353997938786
1635,Sola Con Mi Soledad,Marisela,Someday Never Comes,Creedence Clearwater Revival,0.605822246410238
1636,Sola Con Mi Soledad,Marisela,Des ronds dans l'eau - Remasterisé en 2016,Françoise Hardy,0.563867830686536
1637,Sola Con Mi Soledad,Marisela,E-Musik,NEU!,0.8441178677182681
1638,Sola Con Mi Soledad,Marisela,Departure Suicide,Taetre,1.1256598331982253
1639,Sola Con Mi Soledad,Marisela,Servants of Metal,Stormwarrior,1.0982285537981036
